influencer_id,name,influencer_type,mapped_outlet_id,state,city,mobile,loyalty_tier,last_app_login,data_quality_note
PIDINF002625,Suresh Gowda,Tile contractor,PIDOUT001153,Telangana,Siddipet,6468661605,Bronze,2024-06-30,inactive but purchases seen
PIDINF002626,Yusuf Varma,Painter,PIDOUT002341,Tamil Nadu,Thanjavur,8352501639,Platinum,2026-02-18,name in local language in app
PIDINF002627,Revathi Menon,Painter,PIDOUT006063,A.P.,Anantapur,9999999999,Silver,10/30/2024,mapped to old outlet
PIDINF002628,Senthil Nair,Tile contractor,PIDOUT007225,Kerala,Thrissur,8503331751,Platinum,,name in local language in app
PIDINF002629,Chandra Naidu,Tile contractor,PIDOUT000956,Telangana,Adilabad,6101721125,Bronze,,
PIDINF002630,Anand Prasad,Tile contractor,PIDOUT006405,Telangana,Adilabad,9080412072,Platinum,2024-09-17,name in local language in app
PIDINF002631,Prakash Babu,Tile contractor,PIDOUT003020,Karnataka,Udupi,9181601967,Silver,,
PIDINF002632,Manoj Joseph,Painter,PIDOUT003964,TS,Nizamabad,9999999999,Platinum,2025-02-26,inactive but purchases seen
PIDINF002633,Revathi Pillai,Waterproofing applicator,PIDOUT008385,Tamil Nadu,Vellore,9915071122,Silver,2025-06-21,same mobile as dealer
PIDINF002634,Sowmya Patil,Painter,PIDOUT002283,Kerala,Thiruvananthapuram,0,Gold,2024-11-04,same mobile as dealer
PIDINF002635,Jagan Varma,Waterproofing applicator,PIDOUT000311,Andhra Pradesh,Tirupati,8640855586,Silver,11/08/2024,mapped to old outlet
PIDINF002636,Ganesh Das,Tile contractor,PIDOUT008911,Telangana,Warangal,7767610519,Bronze,2024-04-30,
PIDINF002637,Naveen Das,Tile contractor,PIDOUT001378,Andhra Pradesh,Visakhapatnam,8220578933,Inactive,2025-09-30,inactive but purchases seen
PIDINF002638,Ganesh Naidu,Mason,PIDOUT002214,Tamil Nadu,Kanchipuram,8439400240,Inactive,01/29/2025,name in local language in app
PIDINF002639,Manoj Acharya,Waterproofing applicator,PIDOUT007949,Karnataka,Belagavi,7452001134,Bronze,2025-12-18,name in local language in app
PIDINF002640,Manoj Kumar,Painter,PIDOUT002540,Karnataka,Shivamogga,6128120146,Inactive,18/10/2025,same mobile as dealer
PIDINF002641,Revathi Prasad,Painter,PIDOUT002118,Andhra Pradesh,Guntur,6089392329,Bronze,2025-10-27,inactive but purchases seen
PIDINF002642,Irfan Gowda,Mason,PIDOUT004107,Tamil Nadu,Trichy,7787400080,Silver,2026-01-10,
PIDINF002643,Jagan Pillai,Painter,PIDOUT001212,Kerala,Alappuzha,8627700912,Inactive,2025-05-05,mapped to old outlet
PIDINF002644,Prakash Patil,Carpenter,PIDOUT000431,Telangana,Khammam,9680728139,Inactive,2025-07-18,mapped to old outlet
PIDINF002645,Farida Nair,Waterproofing applicator,PIDOUT004748,Andhra Pradesh,Rajahmundry,8243911582,Silver,,name in local language in app
PIDINF002646,Senthil Patil,Waterproofing applicator,PIDOUT003447,Telangana,Karimnagar,8197812311,Inactive,2025-11-02,same mobile as dealer
PIDINF002647,Senthil Kumar,Tile contractor,PIDOUT003387,Puducherry,Puducherry,9446010124,Gold,2025-07-18,inactive but purchases seen
PIDINF002648,Hari Babu,Tile contractor,PIDOUT004157,Puducherry,Puducherry,6172303840,Silver,,name in local language in app
PIDINF002649,Hari Das,Tile contractor,PIDOUT004420,Kerala,Kochi,9690104787,Bronze,2025-07-28,name in local language in app
PIDINF002650,Suresh Varma,Painter,PIDOUT003804,Karnataka,Belagavi,8255818243,Silver,2024-05-31,mapped to old outlet
PIDINF002651,Ganesh Pillai,Tile contractor,PIDOUT007044,Telangana,Karimnagar,7753157786,Bronze,2025-01-22,
PIDINF002652,Kavya Patil,Waterproofing applicator,PIDOUT007080,Telangana,Khammam,9105884870,Platinum,2025-10-16,
PIDINF002653,Venkatesh Pillai,Mason,PIDOUT000699,Kerala,Kollam,6419222475,Silver,,
PIDINF002654,Karthik Rao,Mason,PIDOUT000798,KL,Alappuzha,,Silver,2024-11-20,mapped to old outlet
PIDINF002655,Suresh Varma,Tile contractor,PIDOUT007747,Karnataka,Mysuru,6772599786,Bronze,2024-08-20,inactive but purchases seen
PIDINF002656,Lakshmi Khan,Painter,PIDOUT003363,Karnataka,Hubballi,8310882716,Silver,2025-04-13,inactive but purchases seen
PIDINF002657,Rafiq Naidu,Mason,PIDOUT008514,Karnataka,Raichur,9437992281,Bronze,2025-03-26,inactive but purchases seen
PIDINF002658,Bala Khan,Painter,PIDOUT002829,Karnataka,Hubballi,7873010395,Bronze,2024-10-04,mapped to old outlet
PIDINF002659,Prakash Varma,Waterproofing applicator,PIDOUT003111,Kerala,Kochi,6646968546,Silver,2024-12-07,inactive but purchases seen
PIDINF002660,Lakshmi Reddy,Painter,PIDOUT000829,KA,Ballari,7488299723,Gold,2025-02-13,mapped to old outlet
PIDINF002661,Geetha Das,Carpenter,PIDOUT006426,Andhra Pradesh,Rajahmundry,8274646188,Silver,2024-04-14,same mobile as dealer
PIDINF002662,Senthil Babu,Tile contractor,PIDOUT004012,Andhra Pradesh,Visakhapatnam,6527311744,Inactive,2024-04-24,inactive but purchases seen
PIDINF002663,Farida Acharya,Painter,PIDOUT007861,Andhra Pradesh,Ongole,6954687745,Bronze,2026-02-13,same mobile as dealer
PIDINF002664,Meena Rao,Tile contractor,PIDOUT000502,Karnataka,Raichur,6101941890,Platinum,,same mobile as dealer
PIDINF002665,Prakash Acharya,Waterproofing applicator,PIDOUT001111,Karnataka,Shivamogga,7834756763,Silver,2024-06-21,
PIDINF002666,Irfan Menon,Carpenter,PIDOUT004715,Andhra Pradesh,Anantapur,7606541601,Bronze,2024-09-20,name in local language in app
PIDINF002667,Yusuf Iyer,Waterproofing applicator,PIDOUT002383,Tamil Nadu,Madurai,8709739871,Platinum,,same mobile as dealer
PIDINF002668,Yusuf Varma,Carpenter,PIDOUT006045,Tamil Nadu,Thanjavur,9909000622,Bronze,,mapped to old outlet
PIDINF002669,Karthik Pillai,Waterproofing applicator,PIDOUT006770,Tamil Nadu,Salem,8614647748,Inactive,2025-04-15,inactive but purchases seen
PIDINF002670,Venkatesh Babu,Mason,PIDOUT003356,Karnataka,Raichur,9070723509,Gold,03/24/2026,inactive but purchases seen
PIDINF002671,Lokesh Pillai,Waterproofing applicator,PIDOUT006175,Tamil Nadu,Vellore,,Gold,15/07/2025,name in local language in app
PIDINF002672,Sanjay Naidu,Tile contractor,PIDOUT002140,Karnataka,Bengaluru,8658109916,Platinum,,inactive but purchases seen
PIDINF002673,Ganesh Shetty,Tile contractor,PIDOUT004699,Tamil Nadu,Tirunelveli,9189263448,Bronze,,same mobile as dealer
PIDINF002674,Priya Acharya,Mason,PIDOUT001469,Telangana,Mahbubnagar,7391231866,Inactive,,
PIDINF002675,Naveen Nair,Carpenter,PIDOUT002924,Karnataka,Tumakuru,9437687314,Platinum,02/09/2024,mapped to old outlet
PIDINF002676,Arun Varma,Mason,PIDOUT008006,Andhra Pradesh,Kadapa,8729645588,Platinum,2024-12-25,name in local language in app
PIDINF002677,Sowmya Khan,Mason,PIDOUT007210,Kerala,Kollam,8622322906,Gold,2024-04-30,mapped to old outlet
PIDINF002678,Farida Pillai,Waterproofing applicator,PIDOUT001850,Kerala,Kannur,9961682063,Silver,2024-10-25,name in local language in app
PIDINF002679,Rafiq Prasad,Painter,PIDOUT006424,Telangana,Mahbubnagar,7079719469,Inactive,2025-11-08,same mobile as dealer
PIDINF002680,Naveen Nair,Waterproofing applicator,PIDOUT007673,Telangana,Suryapet,9122672849,Inactive,,same mobile as dealer
PIDINF002681,Meena Iyer,Painter,PIDOUT001839,Telangana,Khammam,9366082917,Bronze,2025-06-02,name in local language in app
PIDINF002682,Anand Babu,Mason,PIDOUT002203,Tamil Nadu,Hosur,9017037660,Platinum,05-Apr-24,same mobile as dealer
PIDINF002683,Sanjay Menon,Waterproofing applicator,PIDOUT008289,Karnataka,Belagavi,7824154902,Bronze,,inactive but purchases seen
PIDINF002684,Deepak Prasad,Waterproofing applicator,PIDOUT005988,Telangana,Warangal,8829650173,Platinum,2025-11-06,inactive but purchases seen
PIDINF002685,Arun Acharya,Painter,PIDOUT008858,Tamil Nadu,Cuddalore,7915567029,Inactive,05/11/2024,same mobile as dealer
PIDINF002686,Senthil Pillai,Mason,PIDOUT001575,Karnataka,Mangaluru,9270453966,Gold,27-Sep-25,inactive but purchases seen
PIDINF002687,Lakshmi Prasad,Mason,PIDOUT003489,Telangana,Adilabad,7232383515,Gold,,inactive but purchases seen
PIDINF002688,Naveen Pillai,Carpenter,PIDOUT005091,KL,Thrissur,7028404705,Gold,2024-06-16,inactive but purchases seen
PIDINF002689,Lakshmi Rao,Painter,PIDOUT000645,Tamil Nadu,Cuddalore,7306539340,Platinum,2025-12-18,name in local language in app
PIDINF002690,Anand Das,Tile contractor,PIDOUT003403,Telangana,Siddipet,6904002292,Inactive,2025-02-09,inactive but purchases seen
PIDINF002691,Naveen Das,Tile contractor,PIDOUT003377,Andhra Pradesh,Ongole,8390795078,Platinum,2025-08-04,name in local language in app
PIDINF002692,Bala Gowda,Mason,PIDOUT004394,Karnataka,Mangaluru,9317617693,Gold,2025-03-15,mapped to old outlet
PIDINF002693,Suresh Shetty,Carpenter,PIDOUT003602,Karnataka,Hubballi,6372341455,Gold,29-Dec-25,mapped to old outlet
PIDINF002694,Jagan Prasad,Waterproofing applicator,PIDOUT008122,A.P.,Kakinada,9035522276,Gold,,inactive but purchases seen
PIDINF002695,Priya Nair,Carpenter,PIDOUT002462,Karnataka,Belagavi,7301197579,Bronze,2025-12-04,inactive but purchases seen
PIDINF002696,Sanjay Kumar,Carpenter,PIDOUT002401,Tamil Nadu,Madurai,8287497316,Bronze,2025-04-20,inactive but purchases seen
PIDINF002697,Lakshmi Patil,Painter,PIDOUT008814,Kerala,Alappuzha,7593778038,Inactive,,
PIDINF002698,Ganesh Rao,Painter,PIDOUT005378,Tamil Nadu,Salem,7278697596,Gold,2025-04-30,
PIDINF002699,Yusuf Pillai,Carpenter,PIDOUT006847,Telangana,Khammam,8956808768,Platinum,2026-01-15,same mobile as dealer
PIDINF002700,Rafiq Das,Painter,PIDOUT003647,Telangana,Khammam,8924910239,Bronze,,mapped to old outlet
PIDINF002701,Senthil Prasad,Carpenter,PIDOUT005366,Tamil Nadu,Madurai,9999999999,Inactive,,
PIDINF002702,Prakash Joseph,Carpenter,PIDOUT000690,TG,Hyderabad,9944658421,Inactive,09/06/2025,
PIDINF002703,Priya Varma,Tile contractor,PIDOUT007901,Andhra Pradesh,Kakinada,9923539989,Bronze,2024-11-15,same mobile as dealer
PIDINF002704,Jagan Varma,Mason,PIDOUT003344,A.P.,Ongole,9865661126,Silver,2025-06-13,inactive but purchases seen
PIDINF002705,Sowmya Varma,Mason,PIDOUT005541,Telangana,Nalgonda,9348885133,Inactive,2024-06-23,same mobile as dealer
PIDINF002706,Karthik Rao,Waterproofing applicator,PIDOUT004584,Puducherry,Karaikal,6649734195,Bronze,2025-06-08,name in local language in app
PIDINF002707,Deepak Rao,Mason,PIDOUT007211,TN,Hosur,6994680213,Inactive,2025-04-06,mapped to old outlet
PIDINF002708,Prakash Das,Waterproofing applicator,PIDOUT007203,Kerala,Palakkad,6029302058,Gold,05/06/2024,mapped to old outlet
PIDINF002709,Revathi Prasad,Carpenter,PIDOUT007728,KARNATAKA,Hubballi,8904893474,Platinum,2025-05-17,mapped to old outlet
PIDINF002710,Arun Reddy,Carpenter,PIDOUT005094,Tamil Nadu,Trichy,0,Silver,,mapped to old outlet
PIDINF002711,Farida Das,Waterproofing applicator,PIDOUT000797,Karnataka,Ballari,9232809604,Inactive,10/20/2025,name in local language in app
PIDINF002712,Ganesh Varma,Waterproofing applicator,PIDOUT000985,Tamil Nadu,Tirunelveli,9154323707,Silver,2025-04-03,same mobile as dealer
PIDINF002713,Venkatesh Acharya,Mason,PIDOUT005459,Karnataka,Raichur,6414194188,Silver,2026-02-03,name in local language in app
PIDINF002714,Venkatesh Das,Tile contractor,PIDOUT004984,Tamil Nadu,Trichy,8764232040,Gold,2025-07-12,
PIDINF002715,Farida Menon,Carpenter,PIDOUT006035,Kerala,Kochi,6195613322,Gold,2025-08-30,name in local language in app
PIDINF002716,Geetha Kumar,Tile contractor,PIDOUT002522,Karnataka,Kalaburagi,8238938795,Platinum,2025-12-10,name in local language in app
PIDINF002717,Suresh Patil,Carpenter,PIDOUT000023,Andhra Pradesh,Kurnool,7865004208,Silver,2026-02-02,same mobile as dealer
PIDINF002718,Geetha Joseph,Painter,PIDOUT002277,Telangana,Nizamabad,6860754319,Silver,,name in local language in app
PIDINF002719,Chandra Joseph,Waterproofing applicator,PIDOUT008141,Andhra Pradesh,Ongole,9999410127,Gold,08/11/2024,
PIDINF002720,Venkatesh Patil,Waterproofing applicator,PIDOUT001773,Tamil Nadu,Thanjavur,0,Silver,2026-03-30,name in local language in app
PIDINF002721,Jagan Menon,Tile contractor,PIDOUT005218,Tamil Nadu,Thanjavur,7838257646,Gold,,name in local language in app
PIDINF002722,Jagan Khan,Tile contractor,PIDOUT006613,Andhra Pradesh,Tirupati,9664358052,Bronze,2024-07-28,name in local language in app
PIDINF002723,Jagan Reddy,Tile contractor,PIDOUT001780,Andhra Pradesh,Anantapur,6526860776,Gold,,same mobile as dealer
PIDINF002724,Meena Shetty,Tile contractor,PIDOUT006370,Telangana,Warangal,7396077758,Bronze,2024-11-05,
PIDINF002725,Lakshmi Reddy,Waterproofing applicator,PIDOUT007615,Puducherry,Karaikal,9804106119,Silver,,same mobile as dealer
PIDINF002726,Deepak Rao,Mason,PIDOUT003110,Tamil Nadu,Salem,6556328454,Gold,2024-12-31,same mobile as dealer
PIDINF002727,Priya Reddy,Painter,PIDOUT002052,Telangana,Nizamabad,NA,Bronze,2025-04-10,inactive but purchases seen
PIDINF002728,Lakshmi Rao,Mason,PIDOUT004842,Telangana,Nalgonda,7241071425,Gold,07-Jun-24,name in local language in app
PIDINF002729,Yusuf Varma,Tile contractor,PIDOUT003856,Andhra Pradesh,Nellore,7828976560,Silver,23/07/2025,mapped to old outlet
PIDINF002730,Meena Joseph,Carpenter,PIDOUT006525,Andhra Pradesh,Kakinada,6752860082,Bronze,2025-09-17,
PIDINF002731,Lakshmi Patil,Tile contractor,PIDOUT002127,TELANGANA,Suryapet,7245901968,Inactive,2025-06-06,same mobile as dealer
PIDINF002732,Chandra Nair,Tile contractor,PIDOUT008207,A.P.,Kadapa,8244169023,Bronze,2024-10-18,mapped to old outlet
PIDINF002733,Bala Kumar,Painter,PIDOUT005630,KARNATAKA,Shivamogga,9689560051,Gold,2025-02-09,name in local language in app
PIDINF002734,Kavya Reddy,Carpenter,PIDOUT002018,Telangana,Nalgonda,6967771617,Bronze,2024-08-09,
PIDINF002735,Meena Khan,Tile contractor,PIDOUT004737,Telangana,Adilabad,0,Bronze,08/28/2024,
PIDINF002736,Suresh Kumar,Tile contractor,PIDOUT000187,Karnataka,Mysuru,,Silver,2026-03-02,inactive but purchases seen
PIDINF002737,Revathi Gowda,Painter,PIDOUT001231,Andhra Pradesh,Visakhapatnam,6381773876,Silver,2026-03-28,same mobile as dealer
PIDINF002738,Jagan Iyer,Painter,PIDOUT004320,Telangana,Nizamabad,8459511180,Gold,2024-12-27,inactive but purchases seen
PIDINF002739,Geetha Babu,Mason,PIDOUT004376,Tamil Nadu,Tirunelveli,9601638519,Gold,,
PIDINF002740,Yusuf Das,Waterproofing applicator,PIDOUT004343,Telangana,Mahbubnagar,9543696882,Inactive,2026-02-07,same mobile as dealer
PIDINF002741,Meena Varma,Tile contractor,PIDOUT007025,Tamil Nadu,Hosur,7713523920,Gold,2024-06-15,name in local language in app
PIDINF002742,Kavya Varma,Waterproofing applicator,PIDOUT001088,Kerala,Thiruvananthapuram,6716801577,Silver,,inactive but purchases seen
PIDINF002743,Priya Naidu,Waterproofing applicator,PIDOUT005291,A.P.,Kurnool,9416832159,Inactive,2025-11-06,
PIDINF002744,Revathi Patil,Carpenter,PIDOUT002837,Tamil Nadu,Salem,7383027692,Bronze,2025-08-09,same mobile as dealer
PIDINF002745,Chandra Menon,Mason,PIDOUT006756,Karnataka,Raichur,9193164792,Platinum,07/06/2025,inactive but purchases seen
PIDINF002746,Revathi Gowda,Carpenter,PIDOUT000178,Andhra Pradesh,Vijayawada,7692009540,Inactive,,same mobile as dealer
PIDINF002747,Hari Menon,Waterproofing applicator,PIDOUT002210,TG,Karimnagar,7672121934,Inactive,2024-05-12,
PIDINF002748,Sanjay Shetty,Carpenter,PIDOUT004538,Tamil Nadu,Salem,9365234690,Bronze,2024-11-08,same mobile as dealer
PIDINF002749,Bala Prasad,Carpenter,PIDOUT008620,Karnataka,Hubballi,8698288250,Gold,2025-02-06,same mobile as dealer
PIDINF002750,Lokesh Shetty,Waterproofing applicator,PIDOUT000716,TAMILNADU,Erode,6311657361,Bronze,2024-06-08,same mobile as dealer
PIDINF002751,Irfan Nair,Painter,PIDOUT004082,Tamil Nadu,Coimbatore,6097668236,Silver,2025-11-13,same mobile as dealer
PIDINF002752,Rafiq Kumar,Mason,PIDOUT002924,Andhra Pradesh,Kadapa,6006914240,Gold,11/03/2026,inactive but purchases seen
PIDINF002753,Prakash Babu,Tile contractor,PIDOUT001945,Karnataka,Hubballi,8157802880,Inactive,24/11/2024,mapped to old outlet
PIDINF002754,Meena Acharya,Waterproofing applicator,PIDOUT004723,TAMILNADU,Vellore,6274919944,Platinum,,inactive but purchases seen
PIDINF002755,Anand Patil,Mason,PIDOUT000305,Andhra Pradesh,Tirupati,9322011006,Silver,12/07/2024,
PIDINF002756,Lokesh Khan,Tile contractor,PIDOUT001939,Kerala,Palakkad,6179117138,Platinum,02/05/2025,
PIDINF002757,Rafiq Naidu,Mason,PIDOUT008528,Puducherry,Karaikal,9078736386,Platinum,2024-07-22,name in local language in app
PIDINF002758,Anand Iyer,Waterproofing applicator,PIDOUT007752,Karnataka,Mysuru,7237514635,Silver,2024-06-26,inactive but purchases seen
PIDINF002759,Rafiq Iyer,Painter,PIDOUT005552,Tamil Nadu,Coimbatore,7900802895,Silver,13/05/2025,same mobile as dealer
PIDINF002760,Irfan Kumar,Carpenter,PIDOUT007829,Kerala,Kannur,7616826920,Bronze,,same mobile as dealer
PIDINF002761,Priya Joseph,Waterproofing applicator,PIDOUT000338,Karnataka,Udupi,7859559457,Inactive,,inactive but purchases seen
PIDINF002762,Meena Patil,Waterproofing applicator,PIDOUT001808,TAMILNADU,Chennai,8445873677,Gold,2024-07-03,inactive but purchases seen
PIDINF002763,Farida Nair,Carpenter,PIDOUT006681,Telangana,Warangal,8810814044,Inactive,2024-05-23,
PIDINF002764,Venkatesh Joseph,Mason,PIDOUT003413,Karnataka,Mangaluru,7858979745,Inactive,,same mobile as dealer
PIDINF002765,Karthik Reddy,Painter,PIDOUT000416,Andhra Pradesh,Kadapa,7284266309,Inactive,2025-04-20,
PIDINF002766,Revathi Kumar,Carpenter,PIDOUT008515,Tamil Nadu,Erode,7923711864,Silver,,
PIDINF002767,Kavya Acharya,Mason,PIDOUT005579,Kerala,Thiruvananthapuram,0,Gold,2025-05-10,mapped to old outlet
PIDINF002768,Arun Acharya,Tile contractor,PIDOUT005114,Karnataka,Shivamogga,6161451796,Bronze,2024-10-13,inactive but purchases seen
PIDINF002769,Jagan Prasad,Waterproofing applicator,PIDOUT001859,Andhra Pradesh,Tirupati,NA,Inactive,2025-10-09,
PIDINF002770,Hari Rao,Painter,PIDOUT007388,TELANGANA,Nizamabad,7597332944,Gold,2024-04-14,inactive but purchases seen
PIDINF002771,Prakash Shetty,Carpenter,PIDOUT002213,Telangana,Suryapet,8327260497,Inactive,09/06/2024,
PIDINF002772,Manoj Khan,Tile contractor,PIDOUT001956,Telangana,Karimnagar,7802631803,Bronze,2025-08-15,name in local language in app
PIDINF002773,Hari Khan,Carpenter,PIDOUT002044,Tamil Nadu,Salem,9258271934,Platinum,2026-03-29,name in local language in app
PIDINF002774,Manoj Prasad,Carpenter,PIDOUT002484,Puducherry,Puducherry,8925550394,Silver,2024-08-04,same mobile as dealer
PIDINF002775,Naveen Joseph,Mason,PIDOUT003039,Karnataka,Hubballi,6204547747,Gold,2024-09-27,name in local language in app
PIDINF002776,Ganesh Kumar,Painter,PIDOUT001770,Karnataka,Mysuru,8880647664,Platinum,03-Mar-25,same mobile as dealer
PIDINF002777,Bala Joseph,Mason,PIDOUT002682,Andhra Pradesh,Ongole,8917243762,Bronze,2024-09-08,mapped to old outlet
PIDINF002778,Anand Iyer,Carpenter,PIDOUT004774,Andhra Pradesh,Nellore,7707433016,Platinum,2025-04-02,
PIDINF002779,Naveen Varma,Painter,PIDOUT005608,Tamil Nadu,Kanchipuram,7936031816,Gold,,inactive but purchases seen
PIDINF002780,Irfan Menon,Waterproofing applicator,PIDOUT007535,Telangana,Siddipet,9436111193,Bronze,2025-05-07,same mobile as dealer
PIDINF002781,Chandra Pillai,Waterproofing applicator,PIDOUT003153,Telangana,Karimnagar,6043375413,Bronze,2026-03-13,mapped to old outlet
PIDINF002782,Rafiq Reddy,Carpenter,PIDOUT004404,Telangana,Suryapet,9085691303,Bronze,2026-02-12,name in local language in app
PIDINF002783,Lakshmi Kumar,Mason,PIDOUT004079,Tamil Nadu,Coimbatore,9846121201,Inactive,2025-11-12,name in local language in app
PIDINF002784,Karthik Pillai,Waterproofing applicator,PIDOUT004821,Karnataka,Shivamogga,9698891483,Silver,2025-12-23,same mobile as dealer
PIDINF002785,Chandra Naidu,Carpenter,PIDOUT004600,Kerala,Alappuzha,9559730852,Silver,2026-02-05,inactive but purchases seen
PIDINF002786,Naveen Reddy,Tile contractor,PIDOUT003769,Andhra Pradesh,Vijayawada,7049178240,Platinum,2024-08-02,name in local language in app
PIDINF002787,Naveen Joseph,Waterproofing applicator,PIDOUT006965,Tamil Nadu,Kanchipuram,8478147473,Bronze,2025-08-19,same mobile as dealer
PIDINF002788,Irfan Naidu,Waterproofing applicator,PIDOUT001752,Tamil Nadu,Hosur,9567595394,Platinum,2025-07-01,same mobile as dealer
PIDINF002789,Kavya Das,Tile contractor,PIDOUT008953,Tamil Nadu,Madurai,8961890947,Bronze,,mapped to old outlet
PIDINF002790,Farida Menon,Painter,PIDOUT000020,Tamil Nadu,Thanjavur,8283860504,Gold,2025-06-27,mapped to old outlet
PIDINF002791,Irfan Shetty,Carpenter,PIDOUT008455,Andhra Pradesh,Tirupati,8357101294,Inactive,2026-03-13,mapped to old outlet
PIDINF002792,Venkatesh Gowda,Painter,PIDOUT005467,Telangana,Hyderabad,7475978780,Bronze,2025-07-01,name in local language in app
PIDINF002793,Lakshmi Joseph,Painter,PIDOUT007502,Karnataka,Belagavi,6344109388,Bronze,19/03/2026,inactive but purchases seen
PIDINF002794,Senthil Reddy,Mason,PIDOUT002615,Telangana,Karimnagar,8660961095,Platinum,23-Feb-25,mapped to old outlet
PIDINF002795,Kavya Menon,Tile contractor,PIDOUT001175,Andhra Pradesh,Anantapur,8669105013,Gold,,inactive but purchases seen
PIDINF002796,Jagan Rao,Tile contractor,PIDOUT001128,Telangana,Khammam,7687929261,Inactive,,inactive but purchases seen
PIDINF002797,Ganesh Pillai,Carpenter,PIDOUT006238,Telangana,Nalgonda,9779824747,Silver,05-Feb-26,
PIDINF002798,Lakshmi Shetty,Carpenter,PIDOUT000077,A.P.,Vijayawada,8503382190,Gold,2025-11-26,same mobile as dealer
PIDINF002799,Kavya Menon,Waterproofing applicator,PIDOUT005458,Andhra Pradesh,Rajahmundry,7972909945,Inactive,2025-10-18,
PIDINF002800,Farida Iyer,Carpenter,PIDOUT004191,Tamil Nadu,Tirunelveli,8953604588,Silver,2025-10-02,mapped to old outlet
PIDINF002801,Jagan Acharya,Mason,PIDOUT001968,Karnataka,Belagavi,9176579574,Platinum,13/10/2024,same mobile as dealer
PIDINF002802,Hari Menon,Painter,PIDOUT007995,Andhra Pradesh,Kadapa,9824170674,Bronze,2024-09-27,inactive but purchases seen
PIDINF002803,Bala Gowda,Mason,PIDOUT005876,TN,Coimbatore,7535689357,Platinum,2024-05-07,same mobile as dealer
PIDINF002804,Jagan Iyer,Tile contractor,PIDOUT008648,Tamil Nadu,Kanchipuram,8307904697,Silver,,name in local language in app
PIDINF002805,Suresh Das,Mason,PIDOUT000021,Tamil Nadu,Erode,0,Gold,09/16/2024,same mobile as dealer
PIDINF002806,Sanjay Varma,Carpenter,PIDOUT006534,Telangana,Khammam,7805231470,Gold,2024-04-25,
PIDINF002807,Meena Reddy,Carpenter,PIDOUT005954,Telangana,Nalgonda,6765834739,Inactive,08/06/2025,mapped to old outlet
PIDINF002808,Suresh Khan,Waterproofing applicator,PIDOUT007477,Tamilnadu,Hosur,8371337916,Gold,29/06/2024,same mobile as dealer
PIDINF002809,Karthik Naidu,Waterproofing applicator,PIDOUT008736,Kerala,Thrissur,7598455759,Gold,02/12/2025,inactive but purchases seen
PIDINF002810,Deepak Khan,Mason,PIDOUT000171,Andhra Pradesh,Nellore,8201468202,Platinum,,mapped to old outlet
PIDINF002811,Sowmya Acharya,Waterproofing applicator,PIDOUT008645,AP,Guntur,8002495386,Platinum,2026-03-27,
PIDINF002812,Suresh Shetty,Carpenter,PIDOUT001301,Telangana,Nizamabad,7428119168,Bronze,2025-01-06,
PIDINF002813,Hari Patil,Carpenter,PIDOUT006225,Tamil Nadu,Chennai,6363239010,Inactive,2024-06-27,inactive but purchases seen
PIDINF002814,Prakash Shetty,Carpenter,PIDOUT004853,Tamil Nadu,Vellore,7097008472,Inactive,2024-07-12,inactive but purchases seen
PIDINF002815,Karthik Prasad,Tile contractor,PIDOUT005860,Telangana,Nalgonda,6644428681,Platinum,10/27/2025,inactive but purchases seen
PIDINF002816,Meena Reddy,Carpenter,PIDOUT004490,Telangana,Karimnagar,9626956288,Inactive,2024-04-20,
PIDINF002817,Ganesh Nair,Tile contractor,PIDOUT000981,Karnataka,Bengaluru,8846148086,Inactive,2024-11-05,name in local language in app
PIDINF002818,Anand Pillai,Tile contractor,PIDOUT004095,Tamil Nadu,Thanjavur,8386262938,Bronze,,same mobile as dealer
PIDINF002819,Karthik Prasad,Painter,PIDOUT002646,Andhra Pradesh,Kurnool,9961762992,Bronze,22-Aug-24,mapped to old outlet
PIDINF002820,Ganesh Acharya,Waterproofing applicator,PIDOUT006828,Telangana,Suryapet,6792283998,Platinum,2025-12-26,mapped to old outlet
PIDINF002821,Manoj Gowda,Tile contractor,PIDOUT001913,Karnataka,Raichur,8809601956,Inactive,2026-01-23,
PIDINF002822,Hari Acharya,Painter,PIDOUT004396,Karnataka,Davanagere,6903754985,Bronze,,
PIDINF002823,Ganesh Joseph,Tile contractor,PIDOUT000758,Tamil Nadu,Vellore,6922315322,Gold,,inactive but purchases seen
PIDINF002824,Farida Gowda,Waterproofing applicator,PIDOUT000488,KA,Mangaluru,7398726730,Bronze,2024-09-18,
PIDINF002825,Lokesh Gowda,Mason,PIDOUT007896,Telangana,Siddipet,6449088136,Inactive,2026-03-28,same mobile as dealer
PIDINF002826,Geetha Naidu,Mason,PIDOUT002789,Kerala,Alappuzha,8250293683,Gold,2026-01-14,name in local language in app
PIDINF002827,Meena Reddy,Painter,PIDOUT008119,Kerala,Alappuzha,9740461602,Silver,2025-07-24,mapped to old outlet
PIDINF002828,Yusuf Rao,Mason,PIDOUT003054,Karnataka,Ballari,8282106894,Inactive,2025-12-23,
PIDINF002829,Rafiq Varma,Painter,PIDOUT001785,ANDHRA,Visakhapatnam,6474614627,Bronze,2024-07-08,mapped to old outlet
PIDINF002830,Hari Das,Waterproofing applicator,PIDOUT001059,Puducherry,Puducherry,6735996212,Platinum,2024-07-24,mapped to old outlet
