farmer_id,farmer_name,mapped_store_id,mapped_dealer_id,state,district,village,mobile,primary_crop,acreage,irrigation,data_quality_note
CORFRM0023449,Senthil Varma,CORSTR00819,,Karnataka,Dakshina Kannada,Pudur,8996567587,Turmeric,24.15,canal,same mobile in family
CORFRM0023450,Sanjay Patil,CORSTR00574,,Tamil Nadu,Krishnagiri,Halli,8343319927,Chilli,17.58,unknown,crop not updated
CORFRM0023451,Farida Khan,CORSTR00577,,Andhra Pradesh,East Godavari,Halli,8568293630,Chilli,5.97,canal,village spelling mismatch
CORFRM0023452,Prakash Joseph,CORSTR00809,,Andhra Pradesh,Anantapur,Kottapalli,8623009621,Groundnut,13.93,drip,
CORFRM0023453,Naveen Menon,CORSTR00352,CORDLR002375,Telangana,Suryapet,Rampur,9016463814,Sugarcane,28.25,drip,
CORFRM0023454,Rafiq Das,CORSTR00463,CORDLR002938,TG,Warangal,Palem,9741340805,Coconut,12.77,unknown,mapped to nearest store
CORFRM0023455,Senthil Kumar,CORSTR00916,CORDLR001859,Andhra Pradesh,Krishna,Cheruvu,9032685056,Sugarcane,5.79,canal,village spelling mismatch
CORFRM0023456,Farida Kumar,CORSTR00695,CORDLR001483,Telangana,Adilabad,Rampur,8483167990,Groundnut,15.27,canal,
CORFRM0023457,Meena Gowda,CORSTR00803,CORDLR000448,Karnataka,Davanagere,Davanagere Rural,8990876573,Coconut,33.35,canal,mapped to nearest store
CORFRM0023458,Geetha Khan,CORSTR00206,,Andhra Pradesh,Anantapur,Kottapalli,7420762398,Groundnut,7.52,borewell,village spelling mismatch
CORFRM0023459,Jagan Varma,CORSTR00330,,Karnataka,Mysuru,Kottapalli,6971301027,Paddy,21.25,borewell,mapped to nearest store
CORFRM0023460,Irfan Das,CORSTR01085,,Andhra Pradesh,Visakhapatnam,Halli,9454080571,Turmeric,17.17,rainfed,mapped to nearest store
CORFRM0023461,Lokesh Varma,CORSTR01040,,Andhra Pradesh,Anantapur,Palem,9999999999,Groundnut,11.8,drip,village spelling mismatch
CORFRM0023462,Lokesh Naidu,CORSTR00334,CORDLR000843,Tamil Nadu,Erode,Cheruvu,6612884355,Vegetables,34.15,unknown,mapped to nearest store
CORFRM0023463,Karthik Babu,CORSTR00447,CORDLR002890,Karnataka,Tumakuru,Melur,7121731340,Cotton,29.09,rainfed,mapped to nearest store
CORFRM0023464,Ganesh Prasad,CORSTR00388,,Andhra Pradesh,Kakinada,Kakinada Rural,6153397868,Mango,19.42,rainfed,same mobile in family
CORFRM0023465,Jagan Babu,CORSTR00686,,A.P.,Prakasam,Melur,6641346414,Maize,5.63,borewell,mapped to nearest store
CORFRM0023466,Suresh Nair,CORSTR00405,,Karnataka,Tumakuru,Cheruvu,7366147461,Vegetables,16.3,drip,mapped to nearest store
CORFRM0023467,Suresh Kumar,CORSTR00858,CORDLR002167,Karnataka,Udupi,Melur,6933346663,Vegetables,32.36,borewell,mapped to nearest store
CORFRM0023468,Meena Das,CORSTR01016,CORDLR000235,Telangana,Karimnagar,Palem,8901894194,Groundnut,3.65,canal,crop not updated
CORFRM0023469,Chandra Reddy,CORSTR00091,,Andhra Pradesh,Guntur,Guntur Rural,8392940926,Chilli,16.35,rainfed,same mobile in family
CORFRM0023470,Sowmya Menon,CORSTR00974,,Telangana,Nizamabad,Halli,6880221884,Groundnut,20.23,borewell,crop not updated
CORFRM0023471,Jagan Naidu,CORSTR00548,,Karnataka,Bengaluru Urban,Pudur,9902276165,Cotton,12.56,borewell,
CORFRM0023472,Sowmya Patil,CORSTR00857,,Telangana,Mahbubnagar,Cheruvu,7133533288,Groundnut,5.98,rainfed,crop not updated
CORFRM0023473,Naveen Iyer,CORSTR00673,,Telangana,Suryapet,Pudur,8194104922,Coconut,2.06,drip,village spelling mismatch
CORFRM0023474,Anand Nair,CORSTR00324,CORDLR001642,Karnataka,Tumakuru,Pudur,6722527939,Vegetables,29.29,rainfed,
CORFRM0023475,Lokesh Varma,CORSTR00170,CORDLR001551,KA,Belagavi,Cheruvu,8307012935,Turmeric,7.1,unknown,crop not updated
CORFRM0023476,Kavya Rao,CORSTR01117,,Karnataka,Davanagere,Melur,8788959853,Banana,24.4,rainfed,village spelling mismatch
CORFRM0023477,Bala Rao,CORSTR00756,CORDLR001969,Andhra Pradesh,Prakasam,Rampur,9983747998,Mango,10.47,rainfed,crop not updated
CORFRM0023478,Irfan Nair,CORSTR00158,,A.P.,Kadapa,Cheruvu,9322704082,Turmeric,15.29,drip,same mobile in family
CORFRM0023479,Revathi Pillai,CORSTR00739,,Andhra Pradesh,Kurnool,Kottapalli,0,Paddy,30.1,drip,mapped to nearest store
CORFRM0023480,Sanjay Shetty,CORSTR01078,CORDLR000594,ANDHRA,Kurnool,Kurnool Rural,6023866659,Paddy,21.81,rainfed,
CORFRM0023481,Anand Acharya,CORSTR01069,,Telangana,Nizamabad,Melur,6445097374,Groundnut,21.83,borewell,same mobile in family
CORFRM0023482,Revathi Shetty,CORSTR00434,,Andhra Pradesh,Kadapa,Cheruvu,7479700067,Maize,26.32,rainfed,crop not updated
CORFRM0023483,Suresh Rao,CORSTR00849,CORDLR001515,Andhra Pradesh,Krishna,Palem,8606128610,Groundnut,4.14,drip,same mobile in family
CORFRM0023484,Revathi Rao,CORSTR00643,CORDLR001562,Andhra Pradesh,Prakasam,Cheruvu,7782803069,Groundnut,6.63,unknown,same mobile in family
CORFRM0023485,Karthik Patil,CORSTR00363,,Telangana,Adilabad,Kottapalli,8712410884,Turmeric,30.93,rainfed,village spelling mismatch
CORFRM0023486,Farida Naidu,CORSTR00261,,Andhra Pradesh,Kadapa,Pudur,9031851620,Cotton,5.37,borewell,crop not updated
CORFRM0023487,Bala Acharya,CORSTR01026,,Telangana,Adilabad,Adilabad Rural,6891386082,Mango,11.82,unknown,crop not updated
CORFRM0023488,Prakash Shetty,CORSTR00020,,Andhra Pradesh,East Godavari,Rajahmundry Rural,8447879771,Turmeric,33.78,drip,village spelling mismatch
CORFRM0023489,Farida Joseph,CORSTR00950,CORDLR000705,Karnataka,Tumakuru,Halli,9705746269,Vegetables,32.01,drip,village spelling mismatch
CORFRM0023490,Anand Prasad,CORSTR00272,CORDLR002270,Andhra Pradesh,East Godavari,Rampur,NA,Sugarcane,19.87,drip,crop not updated
CORFRM0023491,Bala Khan,CORSTR00212,,Karnataka,Belagavi,Halli,6371829238,Cotton,15.75,unknown,village spelling mismatch
CORFRM0023492,Sowmya Kumar,CORSTR00386,,Karnataka,Dharwad,Cheruvu,7390113114,Cotton,30.24,unknown,village spelling mismatch
CORFRM0023493,Yusuf Khan,CORSTR00409,,Andhra Pradesh,Visakhapatnam,Visakhapatnam Rural,9490921058,Cotton,19.77,drip,
CORFRM0023494,Karthik Gowda,CORSTR00959,,Andhra Pradesh,Guntur,Cheruvu,6984100819,Mango,3.19,borewell,village spelling mismatch
CORFRM0023495,Naveen Khan,CORSTR00786,,Andhra Pradesh,Krishna,Palem,7539014138,Cotton,33.92,drip,same mobile in family
CORFRM0023496,Prakash Acharya,CORSTR00959,CORDLR001028,Andhra Pradesh,Tirupati,Rampur,6072996209,Coconut,23.39,canal,same mobile in family
CORFRM0023497,Yusuf Pillai,CORSTR00169,CORDLR000283,Andhra Pradesh,Nellore,Kottapalli,8959235064,Vegetables,21.12,rainfed,same mobile in family
CORFRM0023498,Anand Varma,CORSTR00342,,Telangana,Nalgonda,Halli,7998783993,Turmeric,29.95,borewell,crop not updated
CORFRM0023499,Rafiq Gowda,CORSTR00165,,Andhra Pradesh,Anantapur,Kottapalli,6728084331,Maize,0.85,unknown,village spelling mismatch
CORFRM0023500,Arun Khan,CORSTR00562,,Karnataka,Dakshina Kannada,Halli,7732516345,Paddy,10.66,drip,mapped to nearest store
CORFRM0023501,Irfan Nair,CORSTR00407,,Karnataka,Udupi,Kottapalli,7614846755,Maize,26.7,rainfed,
CORFRM0023502,Arun Joseph,CORSTR00717,CORDLR001631,TG,Khammam,Melur,7615161217,Sugarcane,17.89,drip,village spelling mismatch
CORFRM0023503,Prakash Shetty,CORSTR00328,,Andhra Pradesh,Kakinada,Kakinada Rural,7761083078,Banana,33.42,drip,same mobile in family
CORFRM0023504,Venkatesh Khan,CORSTR00208,CORDLR001478,Andhra Pradesh,Kakinada,Pudur,7936387408,Turmeric,10.15,rainfed,mapped to nearest store
CORFRM0023505,Hari Menon,CORSTR00280,CORDLR000942,TG,Nalgonda,Halli,9654008471,Groundnut,10.87,unknown,crop not updated
CORFRM0023506,Naveen Prasad,CORSTR00163,CORDLR000105,A.P.,East Godavari,Palem,8365273212,Maize,11.23,rainfed,mapped to nearest store
CORFRM0023507,Naveen Patil,CORSTR00185,,Telangana,Karimnagar,Pudur,7929143742,Cotton,11.3,canal,
CORFRM0023508,Rafiq Iyer,CORSTR00627,,Karnataka,Raichur,Palem,9500156875,Coconut,6.79,rainfed,
CORFRM0023509,Meena Babu,CORSTR00838,CORDLR001575,Telangana,Siddipet,Rampur,9886787545,Banana,13.48,unknown,mapped to nearest store
CORFRM0023510,Revathi Babu,CORSTR01086,,ANDHRA,Guntur,Rampur,6063260934,Maize,32.03,drip,mapped to nearest store
CORFRM0023511,Lokesh Varma,CORSTR00646,CORDLR002843,Karnataka,Udupi,Melur,9423893148,Maize,34.3,canal,village spelling mismatch
CORFRM0023512,Anand Nair,CORSTR00523,,Andhra Pradesh,Krishna,Kottapalli,6526262693,Turmeric,8.1,rainfed,crop not updated
CORFRM0023513,Naveen Nair,CORSTR00582,,Andhra Pradesh,Kakinada,Palem,9092546606,Mango,32.51,drip,village spelling mismatch
CORFRM0023514,Bala Naidu,CORSTR00785,,Telangana,Karimnagar,Halli,6481792173,Groundnut,19.82,rainfed,village spelling mismatch
CORFRM0023515,Irfan Menon,CORSTR00920,CORDLR002252,TAMILNADU,Tirunelveli,Tirunelveli Rural,8140586100,Sugarcane,7.7,canal,same mobile in family
CORFRM0023516,Suresh Reddy,CORSTR00007,CORDLR001415,Telangana,Hyderabad,Rampur,6567025428,Vegetables,14.49,drip,same mobile in family
CORFRM0023517,Deepak Iyer,CORSTR00032,CORDLR002429,Karnataka,Davanagere,Rampur,7113361984,Vegetables,4.04,drip,mapped to nearest store
CORFRM0023518,Farida Shetty,CORSTR01064,,Andhra Pradesh,Kakinada,Kakinada Rural,9858492755,Turmeric,25.41,unknown,same mobile in family
CORFRM0023519,Sanjay Nair,CORSTR00866,,Karnataka,Kalaburagi,Kottapalli,8047164760,Vegetables,9.12,drip,mapped to nearest store
CORFRM0023520,Yusuf Nair,CORSTR00282,,Karnataka,Mysuru,Melur,9135911293,Sugarcane,23.07,unknown,
CORFRM0023521,Karthik Joseph,CORSTR00720,CORDLR001286,Telangana,Nizamabad,Melur,8795228826,Sugarcane,20.56,borewell,crop not updated
CORFRM0023522,Suresh Nair,CORSTR01102,CORDLR000550,Andhra Pradesh,Kurnool,Kurnool Rural,8506798001,Groundnut,13.27,borewell,crop not updated
CORFRM0023523,Anand Pillai,CORSTR00816,,Telangana,Warangal,Warangal Rural,6198401081,Banana,11.41,rainfed,crop not updated
CORFRM0023524,Yusuf Patil,CORSTR00972,,Telangana,Nizamabad,Pudur,9266916941,Paddy,12.98,drip,same mobile in family
CORFRM0023525,Karthik Nair,CORSTR00599,CORDLR000675,Karnataka,Dakshina Kannada,Palem,8010647316,Vegetables,8.89,rainfed,same mobile in family
CORFRM0023526,Anand Babu,CORSTR00446,,Karnataka,Belagavi,Cheruvu,6577699604,Cotton,7.88,unknown,crop not updated
CORFRM0023527,Chandra Joseph,CORSTR00398,CORDLR002493,Andhra Pradesh,Tirupati,Pudur,9005064723,Maize,34.92,unknown,village spelling mismatch
CORFRM0023528,Deepak Babu,CORSTR00175,,Andhra Pradesh,Visakhapatnam,Halli,7957320793,Vegetables,3.26,canal,mapped to nearest store
CORFRM0023529,Lokesh Kumar,CORSTR00896,,TELANGANA,Siddipet,Pudur,8298385062,Maize,16.61,drip,village spelling mismatch
CORFRM0023530,Suresh Rao,CORSTR00949,,Karnataka,Belagavi,Kottapalli,8372820729,Maize,33.99,drip,same mobile in family
CORFRM0023531,Geetha Iyer,CORSTR00133,CORDLR001139,Tamil Nadu,Tiruchirappalli,Halli,6734261008,Banana,18.64,canal,mapped to nearest store
CORFRM0023532,Jagan Naidu,CORSTR01142,CORDLR000200,Andhra Pradesh,Tirupati,Pudur,9024469654,Maize,17.61,borewell,village spelling mismatch
CORFRM0023533,Suresh Patil,CORSTR00372,,Andhra Pradesh,Tirupati,Kottapalli,7991131620,Cotton,31.27,unknown,
CORFRM0023534,Revathi Menon,CORSTR00596,CORDLR002299,Andhra Pradesh,Prakasam,Melur,6177734865,Chilli,34.78,canal,
CORFRM0023535,Lakshmi Iyer,CORSTR01031,CORDLR000142,TN,Chennai,Kottapalli,7959975478,Cotton,19.3,drip,village spelling mismatch
CORFRM0023536,Sowmya Gowda,CORSTR00196,,Telangana,Mahbubnagar,Kottapalli,6797873671,Sugarcane,11.55,drip,
CORFRM0023537,Manoj Joseph,CORSTR00338,,Karnataka,Kalaburagi,Melur,8306999289,Banana,18.17,canal,crop not updated
CORFRM0023538,Meena Pillai,CORSTR00955,CORDLR000890,A.P.,Kakinada,Cheruvu,9436198399,Vegetables,31.28,canal,same mobile in family
CORFRM0023539,Deepak Rao,CORSTR00453,,Andhra Pradesh,Guntur,Cheruvu,6045333511,Banana,10.28,unknown,same mobile in family
CORFRM0023540,Priya Varma,CORSTR00370,,Karnataka,Ballari,Rampur,9225317341,Chilli,25.13,rainfed,mapped to nearest store
CORFRM0023541,Farida Nair,CORSTR00986,,TG,Karimnagar,Rampur,8061138883,Turmeric,27.04,borewell,village spelling mismatch
CORFRM0023542,Bala Kumar,CORSTR00398,,AP,Kakinada,Kakinada Rural,7395584469,Paddy,28.84,rainfed,village spelling mismatch
CORFRM0023543,Sowmya Acharya,CORSTR00040,,Andhra Pradesh,Kadapa,Cheruvu,7823813485,Cotton,28.76,unknown,same mobile in family
CORFRM0023544,Prakash Gowda,CORSTR00572,CORDLR001374,KA,Mysuru,Melur,6742257746,Banana,14.48,unknown,same mobile in family
CORFRM0023545,Deepak Varma,CORSTR00559,,Andhra Pradesh,Prakasam,Melur,8120786115,Banana,8.95,borewell,
CORFRM0023546,Naveen Pillai,CORSTR00611,,Andhra Pradesh,Kadapa,Kottapalli,6490884091,Groundnut,14.21,drip,
CORFRM0023547,Kavya Nair,CORSTR00553,CORDLR001593,Karnataka,Shivamogga,Shivamogga Rural,7280603586,Vegetables,27.59,rainfed,mapped to nearest store
CORFRM0023548,Yusuf Acharya,CORSTR00361,,Karnataka,Dakshina Kannada,Pudur,6817803263,Vegetables,20.78,rainfed,
CORFRM0023549,Naveen Naidu,CORSTR00099,CORDLR002038,Andhra Pradesh,Nellore,Kottapalli,9872525376,Sugarcane,11.2,unknown,
CORFRM0023550,Lakshmi Joseph,CORSTR00088,,Karnataka,Raichur,Halli,6763429982,Cotton,24.06,rainfed,crop not updated
CORFRM0023551,Senthil Joseph,CORSTR00611,,Karnataka,Ballari,Halli,8771391570,Vegetables,2.0,rainfed,mapped to nearest store
CORFRM0023552,Kavya Naidu,CORSTR01088,CORDLR002574,Andhra Pradesh,Krishna,Pudur,0,Coconut,14.4,canal,
CORFRM0023553,Chandra Patil,CORSTR00808,,Telangana,Suryapet,Pudur,9999999999,Mango,3.56,drip,crop not updated
CORFRM0023554,Naveen Patil,CORSTR00435,,Telangana,Warangal,Cheruvu,9562091686,Maize,29.07,rainfed,crop not updated
CORFRM0023555,Senthil Shetty,CORSTR00224,CORDLR002872,ANDHRA,Tirupati,Rampur,8438418805,Paddy,26.95,borewell,same mobile in family
CORFRM0023556,Chandra Iyer,CORSTR00047,CORDLR001467,Andhra Pradesh,Nellore,Cheruvu,9613867611,Cotton,18.27,drip,
CORFRM0023557,Farida Varma,CORSTR00901,CORDLR000411,Karnataka,Udupi,Rampur,8031105640,Sugarcane,34.51,rainfed,village spelling mismatch
CORFRM0023558,Sowmya Menon,CORSTR00622,CORDLR002594,Telangana,Khammam,Kottapalli,6650006747,Coconut,14.05,unknown,mapped to nearest store
CORFRM0023559,Geetha Naidu,CORSTR00831,,Karnataka,Shivamogga,Halli,7265768307,Chilli,13.42,canal,same mobile in family
CORFRM0023560,Chandra Kumar,CORSTR00473,,Telangana,Mahbubnagar,Rampur,9632130067,Banana,21.7,unknown,village spelling mismatch
CORFRM0023561,Geetha Nair,CORSTR00789,,Andhra Pradesh,Kadapa,Kottapalli,6629646292,Paddy,23.67,canal,crop not updated
CORFRM0023562,Geetha Babu,CORSTR00371,,Telangana,Siddipet,Cheruvu,9921575312,Paddy,23.95,unknown,same mobile in family
CORFRM0023563,Lokesh Khan,CORSTR00320,,Karnataka,Raichur,Raichur Rural,8025428549,Paddy,24.16,drip,village spelling mismatch
CORFRM0023564,Jagan Rao,CORSTR00439,,Andhra Pradesh,Krishna,Cheruvu,,Groundnut,34.87,drip,same mobile in family
CORFRM0023565,Hari Khan,CORSTR00268,CORDLR001132,ANDHRA,Kadapa,Kadapa Rural,6454731430,Maize,21.54,rainfed,village spelling mismatch
CORFRM0023566,Bala Shetty,CORSTR01108,,Andhra Pradesh,Guntur,Halli,9183326414,Groundnut,19.3,unknown,crop not updated
CORFRM0023567,Priya Reddy,CORSTR00757,,Andhra Pradesh,Nellore,Pudur,9644203049,Chilli,28.26,rainfed,crop not updated
CORFRM0023568,Senthil Prasad,CORSTR00790,CORDLR002887,Andhra Pradesh,Tirupati,Cheruvu,9576278103,Groundnut,31.13,borewell,same mobile in family
CORFRM0023569,Hari Das,CORSTR00436,,Telangana,Hyderabad,Kottapalli,8815918882,Paddy,12.39,unknown,same mobile in family
CORFRM0023570,Deepak Nair,CORSTR00768,,Telangana,Adilabad,Adilabad Rural,7808884438,Vegetables,19.24,unknown,mapped to nearest store
CORFRM0023571,Irfan Joseph,CORSTR01091,,Telangana,Nalgonda,Kottapalli,9154762340,Vegetables,8.38,canal,village spelling mismatch
CORFRM0023572,Ganesh Reddy,CORSTR00428,CORDLR001841,Andhra Pradesh,Visakhapatnam,Pudur,9357101166,Coconut,22.43,drip,
CORFRM0023573,Bala Khan,CORSTR00849,,Telangana,Hyderabad,Pudur,7960119605,Paddy,17.68,drip,
CORFRM0023574,Sowmya Pillai,CORSTR00800,,Karnataka,Raichur,Pudur,7715867096,Coconut,31.96,borewell,
CORFRM0023575,Suresh Patil,CORSTR00371,,Andhra Pradesh,Anantapur,Palem,6251020054,Groundnut,29.65,unknown,same mobile in family
CORFRM0023576,Arun Rao,CORSTR00804,,Karnataka,Belagavi,Halli,8359852914,Groundnut,19.79,canal,crop not updated
CORFRM0023577,Lokesh Nair,CORSTR00903,,TELANGANA,Karimnagar,Karimnagar Rural,7082884825,Turmeric,21.29,rainfed,same mobile in family
CORFRM0023578,Irfan Babu,CORSTR00420,,Andhra Pradesh,East Godavari,Halli,9477701592,Sugarcane,19.41,borewell,
CORFRM0023579,Chandra Joseph,CORSTR01044,,Telangana,Nizamabad,Palem,9618379640,Chilli,9.11,unknown,
CORFRM0023580,Chandra Pillai,CORSTR00323,CORDLR000861,Andhra Pradesh,Tirupati,Cheruvu,6483590593,Paddy,25.22,canal,mapped to nearest store
CORFRM0023581,Irfan Pillai,CORSTR00759,,Karnataka,Kalaburagi,Pudur,6243084957,Sugarcane,23.04,unknown,village spelling mismatch
CORFRM0023582,Deepak Menon,CORSTR00111,,Telangana,Warangal,Halli,7821030075,Turmeric,14.34,rainfed,village spelling mismatch
CORFRM0023583,Anand Kumar,CORSTR01125,,Andhra Pradesh,Tirupati,Tirupati Rural,7227540743,Chilli,10.9,canal,crop not updated
CORFRM0023584,Irfan Shetty,CORSTR00440,,Andhra Pradesh,Guntur,Cheruvu,6611876218,Chilli,13.47,canal,mapped to nearest store
CORFRM0023585,Revathi Gowda,CORSTR01127,,Andhra Pradesh,Kakinada,Cheruvu,9979398598,Maize,19.95,unknown,mapped to nearest store
CORFRM0023586,Bala Varma,CORSTR00865,,Telangana,Suryapet,Suryapet Rural,NA,Chilli,7.39,canal,crop not updated
CORFRM0023587,Irfan Menon,CORSTR01052,,Karnataka,Mysuru,Palem,6736059265,Groundnut,15.44,drip,crop not updated
CORFRM0023588,Sanjay Shetty,CORSTR00745,,Telangana,Mahbubnagar,Palem,6146256833,Maize,4.69,drip,
CORFRM0023589,Sanjay Reddy,CORSTR00100,CORDLR001662,Karnataka,Shivamogga,Kottapalli,8534226482,Coconut,17.53,rainfed,same mobile in family
CORFRM0023590,Naveen Menon,CORSTR01013,CORDLR001133,Andhra Pradesh,Guntur,Rampur,6927775028,Groundnut,6.03,drip,
CORFRM0023591,Deepak Naidu,CORSTR00233,CORDLR002605,Telangana,Suryapet,Cheruvu,6580954131,Coconut,11.25,borewell,mapped to nearest store
CORFRM0023592,Lokesh Pillai,CORSTR00131,,Andhra Pradesh,Prakasam,Pudur,7897800866,Cotton,21.13,unknown,same mobile in family
CORFRM0023593,Meena Rao,CORSTR01007,,Tamil Nadu,Salem,Pudur,6534932222,Mango,13.63,borewell,crop not updated
CORFRM0023594,Naveen Acharya,CORSTR00443,CORDLR001090,Karnataka,Mysuru,Mysuru Rural,8119793311,Mango,34.5,rainfed,
CORFRM0023595,Naveen Babu,CORSTR00170,,Telangana,Siddipet,Siddipet Rural,9923110933,Vegetables,23.51,canal,same mobile in family
CORFRM0023596,Senthil Rao,CORSTR00284,CORDLR002361,Karnataka,Kalaburagi,Kalaburagi Rural,6499874978,Cotton,29.53,rainfed,mapped to nearest store
CORFRM0023597,Bala Naidu,CORSTR00101,,Andhra Pradesh,Visakhapatnam,Visakhapatnam Rural,6617985566,Turmeric,23.2,rainfed,
CORFRM0023598,Arun Shetty,CORSTR00179,,Karnataka,Dakshina Kannada,Melur,8082945375,Banana,7.83,canal,mapped to nearest store
CORFRM0023599,Karthik Das,CORSTR00014,,Telangana,Warangal,Melur,7138685139,Sugarcane,14.65,drip,same mobile in family
CORFRM0023600,Lokesh Menon,CORSTR00058,,Andhra Pradesh,Guntur,Kottapalli,6386520472,Sugarcane,27.55,rainfed,village spelling mismatch
CORFRM0023601,Sowmya Rao,CORSTR01099,CORDLR002656,Karnataka,Ballari,Palem,8457065871,Paddy,11.06,unknown,village spelling mismatch
CORFRM0023602,Karthik Das,CORSTR00066,CORDLR001016,Telangana,Mahbubnagar,Pudur,6244659492,Turmeric,10.67,rainfed,same mobile in family
CORFRM0023603,Senthil Nair,CORSTR00881,,Andhra Pradesh,Nellore,Nellore Rural,7535094121,Sugarcane,7.62,unknown,same mobile in family
CORFRM0023604,Anand Pillai,CORSTR00837,,Andhra Pradesh,Nellore,Pudur,7768647034,Turmeric,6.09,drip,crop not updated
CORFRM0023605,Suresh Khan,CORSTR00427,CORDLR002228,Karnataka,Bengaluru Urban,Rampur,6398817071,Mango,31.82,canal,same mobile in family
CORFRM0023606,Ganesh Gowda,CORSTR01122,,AP,Kurnool,Kurnool Rural,9343393367,Mango,7.57,rainfed,crop not updated
CORFRM0023607,Manoj Joseph,CORSTR00795,CORDLR002623,Karnataka,Kalaburagi,Rampur,9863757062,Banana,20.57,canal,crop not updated
CORFRM0023608,Hari Menon,CORSTR00226,,Telangana,Nizamabad,Melur,6754648742,Groundnut,18.97,borewell,crop not updated
CORFRM0023609,Irfan Shetty,CORSTR00511,,TS,Nalgonda,Cheruvu,8972122450,Cotton,8.09,rainfed,mapped to nearest store
CORFRM0023610,Anand Rao,CORSTR00001,,KA,Tumakuru,Melur,9056841167,Coconut,19.03,canal,same mobile in family
CORFRM0023611,Bala Menon,CORSTR00235,CORDLR002694,Andhra Pradesh,Guntur,Halli,7998211965,Banana,3.2,rainfed,
CORFRM0023612,Senthil Rao,CORSTR00599,,Andhra Pradesh,Kadapa,Pudur,6016671108,Paddy,28.06,rainfed,
CORFRM0023613,Revathi Gowda,CORSTR00820,,Tamil Nadu,Madurai,Madurai Rural,8913031258,Sugarcane,3.44,unknown,
CORFRM0023614,Revathi Acharya,CORSTR00105,,Telangana,Mahbubnagar,Kottapalli,7130851126,Sugarcane,26.0,drip,
CORFRM0023615,Arun Gowda,CORSTR01137,CORDLR000622,Telangana,Mahbubnagar,Palem,6887041308,Vegetables,9.59,drip,
CORFRM0023616,Ganesh Prasad,CORSTR00385,,Andhra Pradesh,Krishna,Kottapalli,9954594879,Groundnut,24.99,drip,crop not updated
CORFRM0023617,Yusuf Patil,CORSTR00083,CORDLR000820,Andhra Pradesh,Tirupati,Tirupati Rural,6282561453,Turmeric,30.28,drip,crop not updated
CORFRM0023618,Lakshmi Naidu,CORSTR00791,,Telangana,Suryapet,Pudur,6964556324,Cotton,31.8,canal,
CORFRM0023619,Kavya Naidu,CORSTR00753,,Telangana,Nalgonda,Melur,7956034426,Groundnut,15.12,drip,crop not updated
CORFRM0023620,Sanjay Shetty,CORSTR00710,,Karnataka,Udupi,Melur,7358518588,Cotton,2.21,unknown,crop not updated
CORFRM0023621,Rafiq Khan,CORSTR00233,,Telangana,Suryapet,Melur,9045746493,Banana,21.44,canal,village spelling mismatch
CORFRM0023622,Priya Shetty,CORSTR00148,CORDLR001057,AP,Nellore,Palem,8759850859,Cotton,34.16,rainfed,same mobile in family
CORFRM0023623,Prakash Pillai,CORSTR00915,,Karnataka,Dharwad,Pudur,8604492404,Turmeric,19.47,unknown,
CORFRM0023624,Rafiq Reddy,CORSTR00577,,Telangana,Karimnagar,Karimnagar Rural,8764043784,Paddy,12.68,borewell,same mobile in family
CORFRM0023625,Priya Pillai,CORSTR00529,,Karnataka,Tumakuru,Melur,7327646820,Paddy,18.33,rainfed,crop not updated
CORFRM0023626,Irfan Acharya,CORSTR00878,,Andhra Pradesh,Visakhapatnam,Melur,6642445522,Groundnut,31.47,rainfed,village spelling mismatch
CORFRM0023627,Suresh Prasad,CORSTR00058,CORDLR001472,Andhra Pradesh,Tirupati,Tirupati Rural,7180541031,Mango,28.0,unknown,village spelling mismatch
CORFRM0023628,Suresh Rao,CORSTR00376,,Karnataka,Udupi,Cheruvu,8186371353,Cotton,29.36,drip,mapped to nearest store
CORFRM0023629,Rafiq Babu,CORSTR00142,,KARNATAKA,Ballari,Halli,6777951908,Sugarcane,25.53,canal,crop not updated
CORFRM0023630,Sowmya Das,CORSTR00807,CORDLR002844,Andhra Pradesh,Kadapa,Melur,7449151444,Vegetables,17.79,canal,
CORFRM0023631,Irfan Prasad,CORSTR00437,CORDLR001541,Telangana,Karimnagar,Cheruvu,9071511381,Banana,1.05,unknown,
CORFRM0023632,Naveen Shetty,CORSTR01147,,Telangana,Mahbubnagar,Kottapalli,8589494436,Cotton,6.79,unknown,
CORFRM0023633,Naveen Iyer,CORSTR00437,CORDLR000320,Andhra Pradesh,Nellore,Halli,8014642112,Turmeric,30.24,unknown,mapped to nearest store
CORFRM0023634,Suresh Nair,CORSTR00201,CORDLR001091,Telangana,Siddipet,Kottapalli,9370841152,Groundnut,7.96,rainfed,crop not updated
CORFRM0023635,Bala Prasad,CORSTR01056,,Telangana,Warangal,Cheruvu,7770950143,Groundnut,16.88,rainfed,
CORFRM0023636,Sanjay Kumar,CORSTR00715,CORDLR002889,TS,Adilabad,Rampur,6781684944,Vegetables,18.89,rainfed,crop not updated
CORFRM0023637,Rafiq Prasad,CORSTR00067,,Andhra Pradesh,Kadapa,Palem,8906721046,Cotton,12.0,borewell,mapped to nearest store
CORFRM0023638,Meena Gowda,CORSTR00514,,Telangana,Warangal,Cheruvu,7394218636,Banana,4.55,canal,mapped to nearest store
CORFRM0023639,Rafiq Iyer,CORSTR00504,,Karnataka,Tumakuru,Rampur,9921141514,Turmeric,6.21,drip,
