contractor_id,contractor_name,mapped_dealer_id,state,city,mobile,tier,specialty,last_training_date,data_quality_note
ASPCON003857,Suresh Babu,ASPDLR000863,Karnataka,Belagavi,8913372265,Gold,Projects,2023-01-22,
ASPCON003858,Bala Naidu,ASPDLR000803,ANDHRA,Kadapa,7932116153,Gold,Projects,,inactive but claims points
ASPCON003859,Senthil Kumar,ASPDLR000148,Andhra Pradesh,Vijayawada,8387668386,Silver,Luxury,09-Apr-25,inactive but claims points
ASPCON003860,Yusuf Kumar,ASPDLR000112,Telangana,Hyderabad,8744900684,Elite,Exterior,2023-03-29,spelling mismatch
ASPCON003861,Naveen Menon,ASPDLR000943,Telangana,Mahbubnagar,6569370753,Silver,Exterior,20/04/2023,inactive but claims points
ASPCON003862,Senthil Das,ASPDLR000484,Tamil Nadu,Coimbatore,8733607427,Elite,Waterproofing,,spelling mismatch
ASPCON003863,Deepak Reddy,ASPDLR000963,Andhra Pradesh,Rajahmundry,9008431374,Dormant,Exterior,03/19/2023,dealer mapping old
ASPCON003864,Venkatesh Nair,ASPDLR000653,Telangana,Karimnagar,7208003541,Silver,Projects,2024-05-21,
ASPCON003865,Anand Khan,ASPDLR000252,Karnataka,Bengaluru,9061565843,Silver,Interior repaint,2024-05-16,
ASPCON003866,Venkatesh Patil,ASPDLR000747,Andhra Pradesh,Kurnool,7454985409,Elite,Projects,2024-08-28,dealer mapping old
ASPCON003867,Geetha Nair,ASPDLR000624,Andhra Pradesh,Tirupati,8567634317,Registered,Projects,2025-03-06,inactive but claims points
ASPCON003868,Manoj Reddy,ASPDLR000378,Tamil Nadu,Erode,7203822636,Dormant,Projects,2025-07-11,same mobile as helper
ASPCON003869,Bala Das,ASPDLR000554,Telangana,Nizamabad,9721029206,Gold,Waterproofing,2023-08-03,same mobile as helper
ASPCON003870,Prakash Reddy,ASPDLR000412,Telangana,Nalgonda,7152581212,Dormant,Waterproofing,2025-10-06,
ASPCON003871,Revathi Naidu,ASPDLR000230,Telangana,Nizamabad,8287986810,Elite,Luxury,2024-04-08,
ASPCON003872,Geetha Gowda,ASPDLR000673,Karnataka,Mysuru,6874394802,Registered,Luxury,,dealer mapping old
ASPCON003873,Hari Pillai,ASPDLR000494,Andhra Pradesh,Visakhapatnam,7389833694,Registered,Luxury,2023-11-26,dealer mapping old
ASPCON003874,Bala Khan,ASPDLR000444,Karnataka,Hubballi,6231548431,Registered,Projects,2023-01-01,same mobile as helper
ASPCON003875,Suresh Rao,ASPDLR000608,AP,Ongole,7050886462,Gold,Luxury,14/11/2025,
ASPCON003876,Arun Das,ASPDLR000955,Kerala,Kannur,9075150936,Elite,Waterproofing,07/08/2025,
ASPCON003877,Geetha Das,ASPDLR000821,Andhra Pradesh,Kurnool,6828873379,Dormant,Exterior,,spelling mismatch
ASPCON003878,Lokesh Das,ASPDLR000342,Tamil Nadu,Hosur,7607361951,Gold,Interior repaint,,inactive but claims points
ASPCON003879,Hari Joseph,ASPDLR000617,Telangana,Karimnagar,7264721884,Registered,Exterior,,same mobile as helper
ASPCON003880,Lakshmi Menon,ASPDLR000809,Puducherry,Puducherry,6136162136,Elite,Luxury,26-Nov-25,same mobile as helper
ASPCON003881,Suresh Khan,ASPDLR000528,Tamil Nadu,Cuddalore,7942669308,Registered,Projects,,same mobile as helper
ASPCON003882,Irfan Prasad,ASPDLR000822,Tamil Nadu,Chennai,9408228283,Silver,Projects,2023-09-05,dealer mapping old
ASPCON003883,Yusuf Acharya,ASPDLR000250,Andhra Pradesh,Kurnool,9825611433,Elite,Projects,,inactive but claims points
ASPCON003884,Naveen Prasad,ASPDLR000614,Telangana,Mahbubnagar,7178717510,Registered,Projects,2025-05-15,
ASPCON003885,Ganesh Rao,ASPDLR000575,Telangana,Nalgonda,6940712757,Gold,Interior repaint,2023-09-25,inactive but claims points
ASPCON003886,Geetha Kumar,ASPDLR000371,Karnataka,Mangaluru,6376176985,Gold,Luxury,,
ASPCON003887,Deepak Joseph,ASPDLR000226,Tamil Nadu,Vellore,8863234430,Gold,Luxury,,dealer mapping old
ASPCON003888,Karthik Pillai,ASPDLR000571,Telangana,Nalgonda,7704844003,Silver,Luxury,2023-08-09,spelling mismatch
ASPCON003889,Naveen Shetty,ASPDLR000909,Tamil Nadu,Trichy,8165900132,Elite,Waterproofing,2023-05-04,
ASPCON003890,Irfan Acharya,ASPDLR000532,Karnataka,Belagavi,8380554256,Gold,Luxury,,spelling mismatch
ASPCON003891,Yusuf Nair,ASPDLR000506,Karnataka,Shivamogga,6013709047,Silver,Interior repaint,2024-02-13,dealer mapping old
ASPCON003892,Sanjay Khan,ASPDLR000595,Tamil Nadu,Chennai,9069982776,Dormant,Exterior,,dealer mapping old
ASPCON003893,Jagan Reddy,ASPDLR000890,Andhra Pradesh,Kakinada,9616760864,Silver,Exterior,2024-09-27,inactive but claims points
ASPCON003894,Meena Varma,ASPDLR000763,Andhra Pradesh,Guntur,8945237720,Gold,Luxury,2023-05-04,dealer mapping old
ASPCON003895,Prakash Rao,ASPDLR000935,Karnataka,Bengaluru,6045706583,Silver,Projects,2026-01-25,inactive but claims points
ASPCON003896,Meena Kumar,ASPDLR000729,Tamil Nadu,Madurai,6165895628,Registered,Projects,22/07/2024,spelling mismatch
ASPCON003897,Prakash Babu,ASPDLR000225,Andhra Pradesh,Anantapur,8460041963,Silver,Waterproofing,,spelling mismatch
ASPCON003898,Geetha Gowda,ASPDLR000186,Karnataka,Raichur,6679083567,Registered,Luxury,,
ASPCON003899,Lokesh Reddy,ASPDLR000241,Pondicherry,Puducherry,NA,Dormant,Interior repaint,2023-01-23,inactive but claims points
ASPCON003900,Lakshmi Reddy,ASPDLR000961,Andhra Pradesh,Vijayawada,6934654608,Elite,Exterior,10/23/2025,dealer mapping old
ASPCON003901,Lakshmi Babu,ASPDLR000388,Tamil Nadu,Salem,8246451924,Silver,Interior repaint,,
ASPCON003902,Naveen Das,ASPDLR000024,Tamil Nadu,Madurai,9192085919,Elite,Projects,2026-01-20,dealer mapping old
ASPCON003903,Yusuf Pillai,ASPDLR000797,Telangana,Suryapet,9729816500,Registered,Projects,2024-03-01,inactive but claims points
ASPCON003904,Priya Gowda,ASPDLR000514,Tamil Nadu,Trichy,8479273263,Dormant,Waterproofing,2024-10-27,inactive but claims points
ASPCON003905,Karthik Das,ASPDLR000817,Andhra Pradesh,Vijayawada,9867183378,Silver,Interior repaint,02/10/2025,
ASPCON003906,Revathi Babu,ASPDLR000414,Karnataka,Davanagere,7353027637,Dormant,Waterproofing,2023-10-17,spelling mismatch
ASPCON003907,Lakshmi Reddy,ASPDLR000850,KARNATAKA,Hubballi,9650353837,Registered,Exterior,2025-04-19,spelling mismatch
ASPCON003908,Jagan Joseph,ASPDLR000930,Karnataka,Mangaluru,9937328436,Gold,Exterior,,inactive but claims points
ASPCON003909,Manoj Patil,ASPDLR000470,Andhra Pradesh,Vijayawada,7308429562,Elite,Interior repaint,,
ASPCON003910,Priya Rao,ASPDLR000258,TN,Thanjavur,7436158250,Dormant,Interior repaint,2026-02-12,inactive but claims points
ASPCON003911,Priya Acharya,ASPDLR000864,Karnataka,Udupi,9075822010,Gold,Waterproofing,2025-03-10,spelling mismatch
ASPCON003912,Deepak Menon,ASPDLR000110,Tamil Nadu,Erode,6386108531,Silver,Interior repaint,,dealer mapping old
ASPCON003913,Manoj Menon,ASPDLR000421,Tamil Nadu,Salem,8713958013,Elite,Waterproofing,2025-04-22,dealer mapping old
ASPCON003914,Irfan Naidu,ASPDLR000351,Tamil Nadu,Salem,8261688041,Elite,Luxury,2025-12-03,spelling mismatch
ASPCON003915,Farida Menon,ASPDLR000540,KA,Hubballi,8879055725,Elite,Projects,2025-05-08,inactive but claims points
ASPCON003916,Rafiq Acharya,ASPDLR001000,Karnataka,Mangaluru,6291270019,Silver,Projects,,same mobile as helper
ASPCON003917,Manoj Prasad,ASPDLR000071,Karnataka,Mysuru,7855637378,Dormant,Waterproofing,,spelling mismatch
ASPCON003918,Manoj Shetty,ASPDLR000416,Tamil Nadu,Erode,8861096084,Silver,Exterior,10/13/2025,
ASPCON003919,Lakshmi Reddy,ASPDLR000373,Tamil Nadu,Vellore,7144035874,Gold,Exterior,2023-08-28,spelling mismatch
ASPCON003920,Sowmya Das,ASPDLR000648,Karnataka,Tumakuru,9524635916,Dormant,Exterior,2024-09-05,dealer mapping old
ASPCON003921,Manoj Kumar,ASPDLR000967,Andhra Pradesh,Nellore,7130150661,Dormant,Exterior,2024-12-01,same mobile as helper
ASPCON003922,Senthil Patil,ASPDLR000796,Karnataka,Mangaluru,9310106375,Silver,Waterproofing,2026-01-06,dealer mapping old
ASPCON003923,Karthik Patil,ASPDLR000446,Kerala,Kottayam,9204932934,Dormant,Exterior,11/25/2024,
ASPCON003924,Manoj Nair,ASPDLR000108,Telangana,Khammam,7462485624,Dormant,Waterproofing,2024-03-07,dealer mapping old
ASPCON003925,Prakash Khan,ASPDLR000279,Tamil Nadu,Vellore,8295791365,Silver,Interior repaint,,inactive but claims points
ASPCON003926,Karthik Menon,ASPDLR000383,Andhra Pradesh,Anantapur,6046207446,Registered,Luxury,,dealer mapping old
ASPCON003927,Farida Prasad,ASPDLR000934,Telangana,Warangal,6670667506,Gold,Interior repaint,2024-02-01,inactive but claims points
ASPCON003928,Arun Khan,ASPDLR000152,Telangana,Suryapet,9501526666,Dormant,Interior repaint,2025-10-14,dealer mapping old
ASPCON003929,Geetha Menon,ASPDLR000751,Karnataka,Kalaburagi,9752500353,Gold,Exterior,02/24/2023,spelling mismatch
ASPCON003930,Sanjay Patil,ASPDLR000433,Karnataka,Mysuru,6478340444,Registered,Projects,03/02/2026,inactive but claims points
ASPCON003931,Bala Joseph,ASPDLR000124,Puducherry,Karaikal,8511067562,Silver,Waterproofing,,
ASPCON003932,Karthik Iyer,ASPDLR000166,TAMILNADU,Coimbatore,9341978015,Registered,Projects,2025-04-04,spelling mismatch
ASPCON003933,Prakash Varma,ASPDLR000284,ANDHRA,Tirupati,9654256260,Elite,Waterproofing,,same mobile as helper
ASPCON003934,Ganesh Iyer,ASPDLR000920,Tamil Nadu,Thanjavur,9042145361,Silver,Projects,2025-08-06,
ASPCON003935,Revathi Rao,ASPDLR000229,Andhra Pradesh,Rajahmundry,7349439770,Registered,Interior repaint,2024-10-29,same mobile as helper
ASPCON003936,Priya Das,ASPDLR000323,KL,Thiruvananthapuram,8639563355,Gold,Projects,2023-10-19,same mobile as helper
ASPCON003937,Venkatesh Naidu,ASPDLR000262,Karnataka,Shivamogga,7595376946,Elite,Projects,,dealer mapping old
ASPCON003938,Senthil Joseph,ASPDLR000145,Andhra Pradesh,Visakhapatnam,8419166358,Registered,Interior repaint,2023-10-05,same mobile as helper
ASPCON003939,Karthik Kumar,ASPDLR000663,Telangana,Adilabad,7700866418,Dormant,Exterior,2025-09-19,dealer mapping old
ASPCON003940,Farida Khan,ASPDLR000162,Karnataka,Hubballi,6530943114,Silver,Luxury,20-Feb-25,inactive but claims points
ASPCON003941,Irfan Acharya,ASPDLR000828,Tamil Nadu,Kanchipuram,8350869438,Silver,Interior repaint,,same mobile as helper
ASPCON003942,Meena Kumar,ASPDLR000531,Andhra Pradesh,Guntur,7067756430,Elite,Interior repaint,2024-07-04,
ASPCON003943,Meena Khan,ASPDLR000947,TAMILNADU,Coimbatore,7708504512,Dormant,Luxury,2026-03-08,dealer mapping old
ASPCON003944,Deepak Shetty,ASPDLR000271,Tamil Nadu,Thanjavur,9276313799,Elite,Exterior,2025-12-12,dealer mapping old
ASPCON003945,Irfan Babu,ASPDLR000344,Andhra Pradesh,Kurnool,8808276833,Gold,Waterproofing,,spelling mismatch
ASPCON003946,Karthik Nair,ASPDLR000009,AP,Guntur,7984598933,Registered,Waterproofing,,
ASPCON003947,Kavya Joseph,ASPDLR000361,Andhra Pradesh,Rajahmundry,8101351032,Dormant,Interior repaint,,dealer mapping old
ASPCON003948,Venkatesh Kumar,ASPDLR000078,Telangana,Hyderabad,7597190478,Registered,Exterior,2025-06-12,spelling mismatch
ASPCON003949,Naveen Acharya,ASPDLR000815,Andhra Pradesh,Visakhapatnam,7933207418,Dormant,Projects,05-May-23,spelling mismatch
ASPCON003950,Deepak Patil,ASPDLR000275,Telangana,Suryapet,7474644767,Registered,Waterproofing,,dealer mapping old
ASPCON003951,Rafiq Reddy,ASPDLR000301,TN,Coimbatore,8243050663,Silver,Exterior,,same mobile as helper
ASPCON003952,Karthik Rao,ASPDLR000528,KL,Alappuzha,7732731129,Elite,Projects,2023-05-04,
ASPCON003953,Revathi Acharya,ASPDLR000810,Karnataka,Bengaluru,7711191531,Registered,Exterior,02-Jan-24,
ASPCON003954,Anand Patil,ASPDLR000169,Tamil Nadu,Thanjavur,9063227610,Dormant,Exterior,2025-09-02,spelling mismatch
ASPCON003955,Prakash Das,ASPDLR000194,Kerala,Kottayam,6206797383,Elite,Exterior,2023-11-29,same mobile as helper
ASPCON003956,Arun Acharya,ASPDLR000097,ANDHRA,Rajahmundry,7896707613,Silver,Waterproofing,2024-02-19,dealer mapping old
ASPCON003957,Senthil Pillai,ASPDLR000098,Telangana,Karimnagar,8668736494,Gold,Waterproofing,,inactive but claims points
ASPCON003958,Manoj Iyer,ASPDLR000868,Karnataka,Udupi,8893019462,Gold,Luxury,2025-06-01,same mobile as helper
ASPCON003959,Kavya Rao,ASPDLR000912,Telangana,Adilabad,8983910496,Silver,Interior repaint,,dealer mapping old
ASPCON003960,Rafiq Varma,ASPDLR000633,Kerala,Kottayam,9248488569,Gold,Luxury,2026-03-23,same mobile as helper
ASPCON003961,Irfan Gowda,ASPDLR000509,Andhra Pradesh,Tirupati,9987964620,Dormant,Projects,,spelling mismatch
ASPCON003962,Jagan Iyer,ASPDLR000693,Kerala,Thrissur,7105381149,Dormant,Interior repaint,26/05/2024,dealer mapping old
ASPCON003963,Geetha Varma,ASPDLR000483,Kerala,Kollam,8433996715,Gold,Projects,2025-08-23,inactive but claims points
ASPCON003964,Prakash Shetty,ASPDLR000134,Karnataka,Ballari,7560154872,Gold,Waterproofing,,spelling mismatch
ASPCON003965,Prakash Pillai,ASPDLR000527,Kerala,Thrissur,8922755159,Elite,Exterior,,same mobile as helper
ASPCON003966,Kavya Varma,ASPDLR000043,Tamil Nadu,Trichy,8743363879,Gold,Exterior,2023-05-13,
ASPCON003967,Yusuf Khan,ASPDLR000179,Karnataka,Udupi,8358620428,Elite,Waterproofing,2025-03-24,
ASPCON003968,Manoj Pillai,ASPDLR000449,Andhra Pradesh,Anantapur,7887217614,Elite,Waterproofing,2025-06-14,same mobile as helper
ASPCON003969,Senthil Gowda,ASPDLR000257,Telangana,Nalgonda,7164086801,Dormant,Interior repaint,,spelling mismatch
ASPCON003970,Manoj Babu,ASPDLR000347,Kerala,Kochi,8744677206,Gold,Luxury,04/28/2025,inactive but claims points
ASPCON003971,Hari Kumar,ASPDLR000538,Andhra Pradesh,Kadapa,8294958366,Dormant,Luxury,06/14/2025,spelling mismatch
ASPCON003972,Yusuf Shetty,ASPDLR000629,Telangana,Adilabad,8589491179,Elite,Projects,,inactive but claims points
ASPCON003973,Sanjay Iyer,ASPDLR000870,AP,Tirupati,7304862393,Dormant,Waterproofing,,same mobile as helper
ASPCON003974,Geetha Prasad,ASPDLR000564,Andhra Pradesh,Nellore,8484488057,Dormant,Luxury,01/12/2023,spelling mismatch
ASPCON003975,Hari Acharya,ASPDLR000372,Tamil Nadu,Tirunelveli,7258811473,Gold,Luxury,17/04/2024,
ASPCON003976,Sanjay Naidu,ASPDLR000703,Andhra Pradesh,Visakhapatnam,9586728304,Gold,Luxury,09/15/2023,
ASPCON003977,Bala Acharya,ASPDLR000159,Tamilnadu,Hosur,7747431680,Silver,Projects,2024-10-30,
ASPCON003978,Venkatesh Pillai,ASPDLR000517,Tamil Nadu,Trichy,NA,Dormant,Projects,,dealer mapping old
ASPCON003979,Karthik Acharya,ASPDLR000166,Kerala,Thiruvananthapuram,9994360771,Silver,Interior repaint,,same mobile as helper
ASPCON003980,Geetha Joseph,ASPDLR000676,ANDHRA,Ongole,6272272625,Dormant,Projects,,spelling mismatch
ASPCON003981,Venkatesh Shetty,ASPDLR000788,Tamil Nadu,Tirunelveli,7166041736,Silver,Exterior,,spelling mismatch
ASPCON003982,Meena Kumar,ASPDLR000952,Andhra Pradesh,Ongole,7934770848,Gold,Exterior,2023-12-14,dealer mapping old
ASPCON003983,Sowmya Menon,ASPDLR000391,Telangana,Nizamabad,8990811543,Dormant,Projects,2025-05-23,spelling mismatch
ASPCON003984,Yusuf Khan,ASPDLR000915,Tamil Nadu,Vellore,8404962600,Dormant,Exterior,08/04/2024,dealer mapping old
ASPCON003985,Farida Nair,ASPDLR000114,Andhra Pradesh,Guntur,6146360891,Dormant,Interior repaint,2023-06-22,dealer mapping old
ASPCON003986,Hari Das,ASPDLR000951,Karnataka,Kalaburagi,9224646860,Silver,Interior repaint,,
ASPCON003987,Ganesh Prasad,ASPDLR000743,Andhra Pradesh,Kurnool,7375641254,Gold,Interior repaint,,dealer mapping old
ASPCON003988,Suresh Pillai,ASPDLR000854,Andhra Pradesh,Kurnool,7297507711,Elite,Interior repaint,2026-02-25,spelling mismatch
ASPCON003989,Naveen Das,ASPDLR000978,TELANGANA,Warangal,NA,Registered,Exterior,2025-03-21,same mobile as helper
ASPCON003990,Karthik Patil,ASPDLR000042,Andhra Pradesh,Tirupati,9118219555,Gold,Interior repaint,16/01/2024,same mobile as helper
ASPCON003991,Manoj Patil,ASPDLR000127,KL,Kochi,6240374425,Dormant,Waterproofing,,same mobile as helper
ASPCON003992,Venkatesh Menon,ASPDLR000973,Karnataka,Udupi,7385218737,Gold,Waterproofing,2025-11-06,spelling mismatch
ASPCON003993,Yusuf Shetty,ASPDLR000827,Karnataka,Mysuru,9633048417,Gold,Interior repaint,2024-07-24,spelling mismatch
ASPCON003994,Deepak Prasad,ASPDLR000796,Karnataka,Mysuru,9044425705,Registered,Luxury,,
ASPCON003995,Jagan Menon,ASPDLR000399,Puducherry,Karaikal,8989447697,Registered,Luxury,2025-01-17,dealer mapping old
ASPCON003996,Kavya Joseph,ASPDLR000812,KARNATAKA,Davanagere,8312114009,Registered,Projects,2025-12-21,inactive but claims points
ASPCON003997,Senthil Patil,ASPDLR000282,Tamil Nadu,Kanchipuram,6034989560,Silver,Exterior,,same mobile as helper
ASPCON003998,Yusuf Pillai,ASPDLR000957,Kerala,Alappuzha,8819207692,Registered,Interior repaint,01/12/2024,
ASPCON003999,Suresh Kumar,ASPDLR000074,KL,Kochi,6419597729,Elite,Projects,,dealer mapping old
ASPCON004000,Priya Shetty,ASPDLR000725,Karnataka,Shivamogga,8890489705,Silver,Interior repaint,2023-04-16,inactive but claims points
ASPCON004001,Priya Gowda,ASPDLR000739,Tamil Nadu,Cuddalore,8289917993,Silver,Projects,2024-11-14,same mobile as helper
ASPCON004002,Deepak Reddy,ASPDLR000787,Andhra Pradesh,Nellore,7455363810,Registered,Luxury,2023-09-13,
ASPCON004003,Sowmya Acharya,ASPDLR000056,Tamil Nadu,Tirunelveli,0,Silver,Exterior,,spelling mismatch
ASPCON004004,Lakshmi Khan,ASPDLR000119,Andhra Pradesh,Ongole,8445204273,Registered,Projects,2024-12-11,
ASPCON004005,Arun Babu,ASPDLR000109,Andhra Pradesh,Rajahmundry,7155235475,Gold,Exterior,2023-08-30,
ASPCON004006,Geetha Prasad,ASPDLR000880,Kerala,Kozhikode,8323284035,Silver,Interior repaint,,dealer mapping old
ASPCON004007,Jagan Iyer,ASPDLR000642,Telangana,Adilabad,7322648248,Elite,Interior repaint,2024-04-29,dealer mapping old
ASPCON004008,Deepak Varma,ASPDLR000313,Tamil Nadu,Kanchipuram,NA,Silver,Luxury,,same mobile as helper
ASPCON004009,Jagan Naidu,ASPDLR000316,Kerala,Palakkad,7704224285,Silver,Projects,2025-07-15,dealer mapping old
ASPCON004010,Farida Reddy,ASPDLR000455,Telangana,Siddipet,9591549411,Gold,Luxury,2023-09-25,spelling mismatch
ASPCON004011,Prakash Das,ASPDLR000334,Puducherry,Karaikal,6655688857,Dormant,Exterior,,same mobile as helper
ASPCON004012,Irfan Acharya,ASPDLR001000,Tamil Nadu,Tirunelveli,8923685805,Elite,Waterproofing,,spelling mismatch
ASPCON004013,Lakshmi Kumar,ASPDLR000408,Karnataka,Ballari,8787091976,Gold,Projects,,same mobile as helper
ASPCON004014,Suresh Babu,ASPDLR000649,Tamil Nadu,Chennai,7786913159,Registered,Exterior,2024-01-07,inactive but claims points
ASPCON004015,Chandra Joseph,ASPDLR000596,Andhra Pradesh,Tirupati,7051643978,Silver,Waterproofing,2025-12-18,spelling mismatch
ASPCON004016,Sowmya Patil,ASPDLR000309,Telangana,Warangal,9999999999,Silver,Waterproofing,2023-11-20,dealer mapping old
ASPCON004017,Chandra Pillai,ASPDLR000373,Andhra Pradesh,Guntur,6748437302,Silver,Interior repaint,2023-07-29,dealer mapping old
ASPCON004018,Bala Iyer,ASPDLR000964,Andhra Pradesh,Tirupati,7379467234,Elite,Luxury,2025-11-19,spelling mismatch
ASPCON004019,Senthil Iyer,ASPDLR000919,Tamil Nadu,Hosur,6420862029,Silver,Interior repaint,,spelling mismatch
ASPCON004020,Ganesh Rao,ASPDLR000277,Karnataka,Ballari,6411586776,Silver,Exterior,15/10/2025,inactive but claims points
ASPCON004021,Sanjay Rao,ASPDLR000236,Karnataka,Udupi,9100902067,Gold,Waterproofing,11-Nov-23,dealer mapping old
ASPCON004022,Naveen Kumar,ASPDLR000660,Karnataka,Belagavi,6692958016,Dormant,Projects,,inactive but claims points
ASPCON004023,Lokesh Kumar,ASPDLR000842,Karnataka,Mysuru,6681265833,Registered,Projects,2023-03-29,inactive but claims points
ASPCON004024,Lakshmi Joseph,ASPDLR000846,KARNATAKA,Kalaburagi,6778551099,Gold,Waterproofing,2025-05-06,
ASPCON004025,Karthik Khan,ASPDLR000851,Telangana,Warangal,8309382668,Dormant,Luxury,2024-04-07,dealer mapping old
ASPCON004026,Arun Acharya,ASPDLR000194,Andhra Pradesh,Tirupati,6060482548,Silver,Waterproofing,,same mobile as helper
ASPCON004027,Prakash Iyer,ASPDLR000810,Karnataka,Tumakuru,9812242953,Registered,Exterior,,
ASPCON004028,Irfan Pillai,ASPDLR000486,Telangana,Suryapet,9757250641,Gold,Projects,,inactive but claims points
ASPCON004029,Senthil Prasad,ASPDLR000161,Tamil Nadu,Kanchipuram,7536083406,Gold,Waterproofing,08/06/2023,same mobile as helper
ASPCON004030,Senthil Pillai,ASPDLR000334,Tamil Nadu,Vellore,7441971448,Dormant,Interior repaint,2026-01-29,inactive but claims points
ASPCON004031,Naveen Reddy,ASPDLR000322,Tamil Nadu,Cuddalore,7514891560,Gold,Exterior,,dealer mapping old
ASPCON004032,Sanjay Pillai,ASPDLR000456,Telangana,Nalgonda,9855943733,Dormant,Projects,2023-03-27,dealer mapping old
ASPCON004033,Meena Kumar,ASPDLR000548,Andhra Pradesh,Kurnool,7804468765,Registered,Interior repaint,2025-12-14,spelling mismatch
ASPCON004034,Sanjay Patil,ASPDLR000131,Tamil Nadu,Trichy,9396989638,Elite,Interior repaint,,inactive but claims points
ASPCON004035,Senthil Pillai,ASPDLR000086,Andhra Pradesh,Anantapur,9968672313,Registered,Luxury,,spelling mismatch
ASPCON004036,Irfan Menon,ASPDLR000434,Tamil Nadu,Cuddalore,6026688744,Silver,Luxury,,inactive but claims points
ASPCON004037,Meena Babu,ASPDLR000225,Kerala,Thiruvananthapuram,9999999999,Silver,Exterior,30/12/2023,spelling mismatch
ASPCON004038,Farida Shetty,ASPDLR000782,Telangana,Nalgonda,6766065168,Elite,Projects,2024-10-25,dealer mapping old
ASPCON004039,Suresh Gowda,ASPDLR000764,Andhra Pradesh,Visakhapatnam,9865147796,Elite,Waterproofing,2026-03-26,
ASPCON004040,Manoj Iyer,ASPDLR000939,Andhra Pradesh,Guntur,9253498731,Silver,Interior repaint,,dealer mapping old
ASPCON004041,Geetha Babu,ASPDLR000339,KA,Hubballi,6356894632,Silver,Waterproofing,2026-01-02,same mobile as helper
ASPCON004042,Lakshmi Nair,ASPDLR000014,Kerala,Kollam,6854814645,Silver,Waterproofing,,
ASPCON004043,Anand Prasad,ASPDLR000112,Telangana,Nalgonda,6507904430,Gold,Interior repaint,2023-11-02,dealer mapping old
ASPCON004044,Prakash Babu,ASPDLR000525,Puducherry,Karaikal,9495439478,Silver,Interior repaint,2024-02-25,
ASPCON004045,Suresh Menon,ASPDLR000761,Telangana,Siddipet,7117484939,Elite,Waterproofing,2023-08-24,dealer mapping old
ASPCON004046,Arun Acharya,ASPDLR000995,Andhra Pradesh,Vijayawada,6912152373,Silver,Projects,2024-01-13,same mobile as helper
ASPCON004047,Kavya Menon,ASPDLR000071,Tamil Nadu,Cuddalore,7933245369,Dormant,Exterior,2025-01-15,
ASPCON004048,Jagan Pillai,ASPDLR000557,Karnataka,Shivamogga,7941573369,Elite,Luxury,2024-01-23,spelling mismatch
ASPCON004049,Yusuf Gowda,ASPDLR000133,Tamil Nadu,Erode,9824973650,Elite,Luxury,2025-03-11,spelling mismatch
ASPCON004050,Revathi Nair,ASPDLR000876,Kerala,Thrissur,6751439961,Registered,Interior repaint,,spelling mismatch
ASPCON004051,Sanjay Rao,ASPDLR000624,Andhra Pradesh,Guntur,7543554374,Elite,Interior repaint,,spelling mismatch
ASPCON004052,Sowmya Reddy,ASPDLR000716,KARNATAKA,Hubballi,8229489693,Gold,Luxury,,spelling mismatch
ASPCON004053,Lokesh Acharya,ASPDLR000225,Andhra Pradesh,Visakhapatnam,7307472339,Registered,Interior repaint,2024-07-13,inactive but claims points
ASPCON004054,Prakash Nair,ASPDLR000177,Tamil Nadu,Trichy,6897626805,Dormant,Waterproofing,2025-01-05,same mobile as helper
ASPCON004055,Anand Joseph,ASPDLR000554,Andhra Pradesh,Kakinada,8495399699,Registered,Luxury,01/08/2025,
ASPCON004056,Prakash Varma,ASPDLR000510,Telangana,Hyderabad,6363132953,Gold,Exterior,2023-01-13,
ASPCON004057,Suresh Babu,ASPDLR000970,Pondicherry,Karaikal,6374963704,Gold,Luxury,2026-03-09,inactive but claims points
ASPCON004058,Bala Prasad,ASPDLR000199,Telangana,Siddipet,9719689298,Elite,Interior repaint,2023-11-24,same mobile as helper
ASPCON004059,Karthik Patil,ASPDLR000813,Tamil Nadu,Tirunelveli,6354233654,Gold,Exterior,,
ASPCON004060,Senthil Reddy,ASPDLR000816,Andhra Pradesh,Rajahmundry,8281750552,Silver,Interior repaint,2024-10-21,same mobile as helper
ASPCON004061,Hari Joseph,ASPDLR000440,Karnataka,Kalaburagi,6013320120,Elite,Luxury,,spelling mismatch
ASPCON004062,Bala Gowda,ASPDLR000390,Kerala,Kollam,8712461502,Dormant,Luxury,05/06/2024,same mobile as helper
ASPCON004063,Jagan Prasad,ASPDLR000319,Telangana,Adilabad,8987948320,Silver,Luxury,,
ASPCON004064,Sowmya Rao,ASPDLR000106,Tamil Nadu,Trichy,8625903140,Gold,Exterior,2024-06-29,inactive but claims points
ASPCON004065,Jagan Prasad,ASPDLR000660,KARNATAKA,Tumakuru,6418666273,Elite,Projects,,dealer mapping old
ASPCON004066,Naveen Acharya,ASPDLR000310,TG,Nizamabad,7154947889,Silver,Interior repaint,2025-02-11,same mobile as helper
ASPCON004067,Geetha Khan,ASPDLR000735,Tamil Nadu,Thanjavur,6184938613,Registered,Waterproofing,,dealer mapping old
ASPCON004068,Karthik Babu,ASPDLR000477,Telangana,Nizamabad,7330036217,Gold,Luxury,,inactive but claims points
ASPCON004069,Geetha Babu,ASPDLR000974,Telangana,Warangal,7309200703,Silver,Interior repaint,06/04/2023,dealer mapping old
